age_class,GESCHL,areaID,GEBSTAAT_OE,GEBSTAAT_EU,age,STAATB_OE,EDU_HAB_NAT,Beruf_cat1,Beruf_cat2,Beruf_cat3,Beruf_cat0,Nachtig_pEinw,Betriebe_pEinw,Betten_pEinw,einkommen,einkommen_q1_anteil,einkommen_q5_anteil,ASBESCH_pEinw1,ASBESCH_pEinw2,ASBESCH_pEinw3,ASUMS_pEinw1,ASUMS_pEinw2,ASUMS_pEinw3,Ankunft_pEinw_q1,Ankunft_pEinw_q2,Ankunft_pEinw_q3,Ankunft_pEinw_q4,G3_enc,weight,ID,strata
6,1,003,0,0,79,1,2,0,0,0,0,25,0.01,0.15,28466,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26338,61
6,1,003,0,0,65,1,2,0,0,0,0,25,0.01,0.15,63258,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26339,61
6,1,003,1,1,79,1,1,0,0,0,0,25,0.01,0.15,25757,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26340,61
6,1,003,1,1,79,1,3,0,0,0,0,25,0.01,0.15,-13203,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26341,61
6,1,003,1,1,78,1,2,0,0,0,0,25,0.01,0.15,38524,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26342,61
6,1,003,1,1,76,1,3,0,0,0,0,25,0.01,0.15,70914,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26343,61
6,1,003,0,1,79,1,3,0,0,0,1,25,0.01,0.15,67246,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26344,61
6,1,003,0,0,83,1,1,0,0,0,0,25,0.01,0.15,3459,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26345,61
6,1,003,1,1,65,0,2,0,0,0,0,25,0.01,0.15,11628,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26346,61
6,1,003,1,1,78,0,3,0,0,0,0,25,0.01,0.15,54894,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26347,61
6,1,003,1,1,65,0,2,0,0,0,0,25,0.01,0.15,56551,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26348,61
6,1,003,0,1,82,1,2,0,0,0,0,25,0.01,0.15,-17622,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26349,61
6,1,003,0,0,66,1,2,0,0,0,0,25,0.01,0.15,28352,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26350,61
6,1,003,1,0,69,1,2,0,0,0,0,25,0.01,0.15,1646,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26351,61
6,1,003,0,0,70,0,2,0,0,0,0,25,0.01,0.15,47435,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26352,61
6,1,003,1,1,82,0,3,0,0,0,0,25,0.01,0.15,10368,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26353,61
6,1,003,1,1,67,1,3,0,0,1,0,25,0.01,0.15,123265,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26354,61
6,1,003,0,1,80,0,3,0,0,0,1,25,0.01,0.15,13559,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26355,61
6,1,003,1,1,81,1,3,1,0,0,1,25,0.01,0.15,-33206,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26356,61
6,1,003,0,1,81,1,2,0,0,0,0,25,0.01,0.15,89889,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26357,61
6,1,003,0,1,76,1,3,0,0,0,0,25,0.01,0.15,12676,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26358,61
6,1,003,1,0,69,1,3,0,0,0,0,25,0.01,0.15,72736,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26359,61
6,1,003,1,0,83,1,3,0,0,0,0,25,0.01,0.15,24716,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26360,61
6,1,003,1,1,73,1,2,0,0,0,0,25,0.01,0.15,62093,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26361,61
6,1,003,1,1,69,1,3,0,0,0,0,25,0.01,0.15,26763,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26362,61
6,1,003,1,1,78,1,3,0,0,0,0,25,0.01,0.15,26912,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26363,61
6,1,003,1,1,77,1,2,0,0,0,0,25,0.01,0.15,45183,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26364,61
6,1,003,1,0,73,1,1,0,0,0,0,25,0.01,0.15,70888,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26365,61
6,1,003,1,1,65,1,1,0,0,0,0,25,0.01,0.15,17152,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26366,61
6,1,003,1,1,70,0,2,0,0,0,0,25,0.01,0.15,51565,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26367,61
6,1,003,1,1,72,0,1,0,0,0,0,25,0.01,0.15,37124,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26368,61
6,1,003,1,1,72,1,1,0,0,0,0,25,0.01,0.15,44825,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26369,61
6,1,003,1,1,82,0,2,0,0,0,0,25,0.01,0.15,13698,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26370,61
6,1,003,1,1,80,0,1,0,0,0,0,25,0.01,0.15,21541,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26371,61
6,1,003,1,1,82,0,2,0,0,0,0,25,0.01,0.15,52634,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26372,61
6,1,003,1,0,74,1,3,0,0,0,0,25,0.01,0.15,27445,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26373,61
6,1,003,0,1,81,1,3,0,0,0,0,25,0.01,0.15,39538,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26374,61
6,1,003,1,1,84,0,3,0,0,0,0,25,0.01,0.15,13445,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26375,61
6,1,003,1,1,73,1,3,0,0,0,0,25,0.01,0.15,56889,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26376,61
6,1,003,1,1,84,1,3,0,0,0,0,25,0.01,0.15,46179,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26377,61
6,1,003,1,1,75,1,3,0,0,0,0,25,0.01,0.15,64714,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26378,61
6,1,003,1,1,81,1,3,0,1,0,0,25,0.01,0.15,35563,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26379,61
6,1,003,1,1,65,0,2,0,0,0,0,25,0.01,0.15,50386,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26380,61
6,1,003,0,1,78,1,3,0,0,0,0,25,0.01,0.15,59756,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26381,61
6,1,003,1,1,76,1,1,0,0,0,0,25,0.01,0.15,37510,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26382,61
6,1,003,1,1,67,1,1,0,0,0,0,25,0.01,0.15,62658,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26383,61
6,1,003,1,1,84,0,2,0,0,0,0,25,0.01,0.15,42581,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26384,61
6,1,003,1,1,80,1,2,0,0,0,0,25,0.01,0.15,14645,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26385,61
6,1,003,1,1,73,1,1,0,0,0,0,25,0.01,0.15,21352,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26386,61
6,1,003,0,1,75,1,2,0,0,0,0,25,0.01,0.15,-2622,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26387,61
6,1,003,1,1,75,1,2,0,0,0,0,25,0.01,0.15,55916,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26388,61
6,1,003,0,1,83,1,1,0,0,0,0,25,0.01,0.15,26705,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26389,61
6,1,003,1,1,84,1,2,0,0,0,0,25,0.01,0.15,70977,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26390,61
6,1,003,1,1,81,0,2,0,0,0,0,25,0.01,0.15,50707,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26391,61
6,1,003,1,1,67,1,2,0,0,0,0,25,0.01,0.15,11713,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26392,61
6,1,003,0,1,76,1,2,0,0,0,0,25,0.01,0.15,33304,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26393,61
6,1,003,1,1,81,1,2,0,0,0,0,25,0.01,0.15,83411,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26394,61
6,1,003,1,1,66,0,2,0,0,0,0,25,0.01,0.15,40860,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26395,61
6,1,003,0,1,76,1,3,0,0,0,0,25,0.01,0.15,44784,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26396,61
6,1,003,1,1,72,1,2,0,0,0,0,25,0.01,0.15,-3145,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26397,61
6,1,003,1,1,75,1,3,0,0,0,0,25,0.01,0.15,13666,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26398,61
6,1,003,1,1,76,1,2,0,0,0,0,25,0.01,0.15,63553,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26399,61
6,1,003,1,1,72,1,3,0,0,0,0,25,0.01,0.15,100868,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26400,61
6,1,003,0,1,66,1,2,0,0,0,0,25,0.01,0.15,24641,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26401,61
6,1,003,0,1,83,1,3,0,0,0,0,25,0.01,0.15,39547,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26402,61
6,1,003,1,1,71,1,3,0,0,0,0,25,0.01,0.15,18513,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26403,61
6,1,003,1,1,74,1,3,0,0,0,0,25,0.01,0.15,17215,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26404,61
6,1,003,1,0,80,1,1,0,0,0,0,25,0.01,0.15,61806,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26405,61
6,1,003,1,0,68,1,3,0,0,0,0,25,0.01,0.15,5952,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26406,61
6,1,003,1,1,82,1,2,0,0,0,0,25,0.01,0.15,11589,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26407,61
6,1,003,1,1,69,1,2,0,0,0,0,25,0.01,0.15,-17804,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26408,61
6,1,003,1,1,71,1,2,0,0,0,0,25,0.01,0.15,46260,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26409,61
6,1,003,1,1,72,0,2,0,0,0,0,25,0.01,0.15,19648,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26410,61
6,1,003,1,0,84,1,2,0,0,0,0,25,0.01,0.15,55488,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26411,61
6,1,003,0,1,77,0,3,0,0,0,0,25,0.01,0.15,39627,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26412,61
6,1,003,1,0,68,1,2,0,0,0,0,25,0.01,0.15,31034,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26413,61
6,1,003,1,1,83,0,3,0,0,0,0,25,0.01,0.15,56021,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26414,61
6,1,003,1,1,66,1,2,0,0,0,0,25,0.01,0.15,116722,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26415,61
6,1,003,1,1,79,1,2,0,0,0,0,25,0.01,0.15,41182,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26416,61
6,1,003,1,1,80,1,3,0,0,0,0,25,0.01,0.15,4853,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26417,61
6,1,003,1,1,72,0,2,0,0,0,0,25,0.01,0.15,80162,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26418,61
6,1,003,1,1,65,1,3,0,0,0,0,25,0.01,0.15,-5708,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26419,61
6,1,003,1,0,82,1,2,0,0,0,0,25,0.01,0.15,23297,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26420,61
6,1,003,1,0,77,1,2,0,0,0,0,25,0.01,0.15,49323,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26421,61
6,1,003,1,1,71,1,1,0,0,0,0,25,0.01,0.15,26574,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26422,61
6,1,003,0,1,80,0,1,0,0,0,0,25,0.01,0.15,21864,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26423,61
6,1,003,1,1,79,1,3,0,0,0,1,25,0.01,0.15,59012,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26424,61
6,1,003,1,1,68,1,1,0,0,0,0,25,0.01,0.15,39656,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26425,61
6,1,003,1,1,80,1,1,0,0,1,0,25,0.01,0.15,10607,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26426,61
6,1,003,0,1,69,1,2,0,0,0,0,25,0.01,0.15,55330,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26427,61
6,1,003,0,1,72,1,3,0,0,0,0,25,0.01,0.15,45343,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26428,61
6,1,003,0,1,75,1,2,0,0,0,0,25,0.01,0.15,40998,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26429,61
6,1,003,0,1,69,1,1,0,0,0,0,25,0.01,0.15,78275,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26430,61
6,1,003,1,1,82,1,1,0,0,0,0,25,0.01,0.15,86572,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26431,61
6,1,003,0,0,75,1,2,0,0,0,0,25,0.01,0.15,61053,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26432,61
6,1,003,1,1,75,1,1,0,0,0,0,25,0.01,0.15,30302,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26433,61
6,1,003,1,1,79,1,1,0,0,0,0,25,0.01,0.15,19577,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26434,61
6,1,003,1,1,76,1,3,0,0,0,0,25,0.01,0.15,21686,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26435,61
6,1,003,1,1,83,1,3,0,0,0,0,25,0.01,0.15,26186,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26436,61
6,1,003,1,1,82,1,2,0,0,0,0,25,0.01,0.15,59685,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26437,61
6,1,003,0,1,72,1,2,0,0,0,0,25,0.01,0.15,30013,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26438,61
6,1,003,1,1,75,1,1,0,0,0,0,25,0.01,0.15,-31687,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26439,61
6,1,003,1,1,72,1,2,0,0,0,0,25,0.01,0.15,-50696,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26440,61
6,1,003,1,1,65,1,2,0,0,0,0,25,0.01,0.15,15594,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26441,61
6,1,003,1,1,72,1,2,0,0,0,0,25,0.01,0.15,60386,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26442,61
6,1,003,0,1,70,1,2,0,0,0,1,25,0.01,0.15,-669,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26443,61
6,1,003,1,1,81,1,2,0,0,0,0,25,0.01,0.15,38656,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26444,61
6,1,003,1,1,83,0,1,0,0,1,0,25,0.01,0.15,48953,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26445,61
6,1,003,1,1,83,1,3,0,0,0,0,25,0.01,0.15,45914,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26446,61
6,1,003,1,1,71,1,0,0,0,0,0,25,0.01,0.15,67541,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26447,61
6,1,003,1,1,70,1,3,0,0,0,0,25,0.01,0.15,39851,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26448,61
6,1,003,1,1,71,1,3,0,0,0,0,25,0.01,0.15,36126,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26449,61
6,1,003,0,1,80,0,1,0,0,0,0,25,0.01,0.15,23888,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26450,61
6,1,003,1,1,70,1,1,0,0,0,0,25,0.01,0.15,44341,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26451,61
6,1,003,1,1,82,1,1,0,0,0,0,25,0.01,0.15,24820,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26452,61
6,1,003,1,1,72,1,2,0,0,0,0,25,0.01,0.15,69356,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26453,61
6,1,003,1,1,72,1,3,0,0,0,1,25,0.01,0.15,36334,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26454,61
6,1,003,1,1,67,0,2,0,0,0,0,25,0.01,0.15,2215,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26455,61
6,1,003,0,1,81,1,3,0,0,0,0,25,0.01,0.15,82969,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26456,61
6,1,003,1,1,65,1,1,0,0,0,0,25,0.01,0.15,-6610,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26457,61
6,1,003,1,0,77,1,1,0,0,0,0,25,0.01,0.15,12706,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26458,61
6,1,003,0,0,71,1,3,0,0,0,0,25,0.01,0.15,19271,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26459,61
6,1,003,1,1,76,1,1,0,0,0,0,25,0.01,0.15,56173,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26460,61
6,1,003,0,1,65,1,3,0,0,0,0,25,0.01,0.15,12063,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26461,61
6,1,003,0,1,74,1,1,0,1,0,0,25,0.01,0.15,89433,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26462,61
6,1,003,1,1,77,0,2,0,0,0,0,25,0.01,0.15,52049,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26463,61
6,1,003,1,1,84,1,2,0,0,0,0,25,0.01,0.15,4797,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26464,61
6,1,003,1,0,78,1,2,0,0,0,0,25,0.01,0.15,19586,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26465,61
6,1,003,1,1,70,1,3,0,0,0,0,25,0.01,0.15,47172,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26466,61
6,1,003,0,1,83,1,2,0,0,0,0,25,0.01,0.15,67280,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26467,61
6,1,003,1,1,79,1,3,0,0,0,1,25,0.01,0.15,69575,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26468,61
6,1,003,0,1,80,0,3,0,1,0,0,25,0.01,0.15,32409,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26469,61
6,1,003,0,1,78,1,3,0,0,0,0,25,0.01,0.15,74068,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26470,61
6,1,003,1,0,80,1,3,0,0,0,0,25,0.01,0.15,64348,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26471,61
6,1,003,1,1,79,1,2,0,0,0,0,25,0.01,0.15,37378,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26472,61
6,1,003,1,1,80,1,3,1,0,0,0,25,0.01,0.15,8255,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26473,61
6,1,003,1,1,67,0,2,0,0,0,0,25,0.01,0.15,78751,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26474,61
6,1,003,1,1,84,1,2,0,0,0,0,25,0.01,0.15,34609,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26475,61
6,1,003,1,1,68,0,3,0,0,1,0,25,0.01,0.15,55728,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26476,61
6,1,003,1,1,68,1,3,0,0,0,0,25,0.01,0.15,34086,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26477,61
6,1,003,0,1,79,1,2,0,0,0,0,25,0.01,0.15,105429,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26478,61
6,1,003,0,1,76,1,1,0,0,0,0,25,0.01,0.15,29855,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26479,61
6,1,003,1,1,79,1,2,0,0,0,0,25,0.01,0.15,74350,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26480,61
6,1,003,1,1,72,1,1,0,0,0,0,25,0.01,0.15,20634,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26481,61
6,1,003,1,1,68,1,2,0,0,0,0,25,0.01,0.15,26187,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26482,61
6,1,003,1,1,82,1,3,0,0,0,0,25,0.01,0.15,104273,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26483,61
6,1,003,0,1,75,0,3,0,0,0,0,25,0.01,0.15,43721,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26484,61
6,1,003,0,1,70,1,2,0,0,0,0,25,0.01,0.15,24577,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26485,61
6,1,003,0,1,72,1,3,0,0,0,0,25,0.01,0.15,4674,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26486,61
6,1,003,1,1,70,1,2,0,0,1,0,25,0.01,0.15,80754,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26487,61
6,1,003,1,1,76,1,1,0,0,0,0,25,0.01,0.15,34911,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26488,61
6,1,003,1,1,82,1,1,0,0,0,0,25,0.01,0.15,53920,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26489,61
6,1,003,0,0,65,1,1,0,0,0,0,25,0.01,0.15,17113,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26490,61
6,1,003,1,1,69,1,3,0,0,0,0,25,0.01,0.15,11135,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26491,61
6,1,003,1,1,79,0,2,0,0,0,0,25,0.01,0.15,76422,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26492,61
6,1,003,0,1,81,1,3,0,0,0,0,25,0.01,0.15,-5442,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26493,61
6,1,003,1,1,77,1,2,0,0,0,0,25,0.01,0.15,42926,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26494,61
6,1,003,1,1,71,1,2,0,0,0,0,25,0.01,0.15,-18066,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26495,61
6,1,003,1,0,70,0,3,0,0,0,0,25,0.01,0.15,49603,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26496,61
6,1,003,1,1,82,1,2,0,0,0,0,25,0.01,0.15,38425,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26497,61
6,1,003,1,1,82,0,3,0,0,0,0,25,0.01,0.15,41712,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26498,61
6,1,003,0,1,76,1,1,0,1,0,0,25,0.01,0.15,26041,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26499,61
6,1,003,1,1,80,1,0,0,0,0,1,25,0.01,0.15,-4192,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26500,61
6,1,003,1,1,80,0,2,0,0,0,0,25,0.01,0.15,57463,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26501,61
6,1,003,1,1,79,1,3,0,0,0,0,25,0.01,0.15,21156,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26502,61
6,1,003,1,1,65,1,3,0,0,0,0,25,0.01,0.15,-9516,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,26503,61
